awakening_id,hero_id,body_change,face_change,eye_change,hair_change,clothing_change,armor_change,weapon_change,aura_change,chakra_change,summon_change,transition_start,transition_mid,transition_end,idle_animation,movement_animation,basic_vfx_modifier,skill1_vfx_modifier,skill2_vfx_modifier,ultimate_vfx_modifier,awakening_skill_vfx,camera_sequence,screen_effect,sfx_description,reference_source,status
awakening-madara-rinnegan,madara-rinnegan,Persistent silhouette changes from base hero to Ten-Tails Madara.,Use canon-appropriate face markings/features for Ten-Tails Madara; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Ten-Tails Madara; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Ten-Tails Madara.,Use canonical armor/avatar layer for Ten-Tails Madara; NONE when not applicable.,Use canonical weapon state for Ten-Tails Madara; NONE when not applicable.,Distinct awakened aura profile: aura/madara-rinnegan/awakened,Distinct chakra/material profile: chakra/madara-rinnegan/awakened,Form-specific summon/avatar layer for Ten-Tails Madara; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/madara-rinnegan/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/madara-rinnegan/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/madara-rinnegan/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/madara-rinnegan/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/madara-rinnegan/Awakened/Animations/Move,vfx/madara-rinnegan/awakened/basic,vfx/madara-rinnegan/awakened/skill1,vfx/madara-rinnegan/awakened/skill2,vfx/madara-rinnegan/awakened/ultimate,vfx/madara-rinnegan/awakened/awakening-skill,camera/madara-rinnegan/awakening,screenfx/madara-rinnegan/awakening,Unique transition and form aura SFX for Ten-Tails Madara.,https://naruto.fandom.com/wiki/Madara_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-menma-base,menma-base,Persistent silhouette changes from base hero to Nine-Tails Menma.,Use canon-appropriate face markings/features for Nine-Tails Menma; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Nine-Tails Menma; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Nine-Tails Menma.,Use canonical armor/avatar layer for Nine-Tails Menma; NONE when not applicable.,Use canonical weapon state for Nine-Tails Menma; NONE when not applicable.,Distinct awakened aura profile: aura/menma-base/awakened,Distinct chakra/material profile: chakra/menma-base/awakened,Form-specific summon/avatar layer for Nine-Tails Menma; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/menma-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/menma-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/menma-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/menma-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/menma-base/Awakened/Animations/Move,vfx/menma-base/awakened/basic,vfx/menma-base/awakened/skill1,vfx/menma-base/awakened/skill2,vfx/menma-base/awakened/ultimate,vfx/menma-base/awakened/awakening-skill,camera/menma-base/awakening,screenfx/menma-base/awakening,Unique transition and form aura SFX for Nine-Tails Menma.,https://naruto.fandom.com/wiki/Menma_Uzumaki,ASSET_SPEC_PENDING_PRODUCTION
awakening-might-duy-base,might-duy-base,Persistent silhouette changes from base hero to Eight Gates Released Formation.,Use canon-appropriate face markings/features for Eight Gates Released Formation; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Eight Gates Released Formation; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Eight Gates Released Formation.,Use canonical armor/avatar layer for Eight Gates Released Formation; NONE when not applicable.,Use canonical weapon state for Eight Gates Released Formation; NONE when not applicable.,Distinct awakened aura profile: aura/might-duy-base/awakened,Distinct chakra/material profile: chakra/might-duy-base/awakened,Form-specific summon/avatar layer for Eight Gates Released Formation; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/might-duy-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/might-duy-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/might-duy-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/might-duy-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/might-duy-base/Awakened/Animations/Move,vfx/might-duy-base/awakened/basic,vfx/might-duy-base/awakened/skill1,vfx/might-duy-base/awakened/skill2,vfx/might-duy-base/awakened/ultimate,vfx/might-duy-base/awakened/awakening-skill,camera/might-duy-base/awakening,screenfx/might-duy-base/awakening,Unique transition and form aura SFX for Eight Gates Released Formation.,https://naruto.fandom.com/wiki/Eight_Gates,ASSET_SPEC_PENDING_PRODUCTION
awakening-might-guy-base,might-guy-base,Persistent silhouette changes from base hero to Eight Gates Released Formation.,Use canon-appropriate face markings/features for Eight Gates Released Formation; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Eight Gates Released Formation; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Eight Gates Released Formation.,Use canonical armor/avatar layer for Eight Gates Released Formation; NONE when not applicable.,Use canonical weapon state for Eight Gates Released Formation; NONE when not applicable.,Distinct awakened aura profile: aura/might-guy-base/awakened,Distinct chakra/material profile: chakra/might-guy-base/awakened,Form-specific summon/avatar layer for Eight Gates Released Formation; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/might-guy-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/might-guy-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/might-guy-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/might-guy-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/might-guy-base/Awakened/Animations/Move,vfx/might-guy-base/awakened/basic,vfx/might-guy-base/awakened/skill1,vfx/might-guy-base/awakened/skill2,vfx/might-guy-base/awakened/ultimate,vfx/might-guy-base/awakened/awakening-skill,camera/might-guy-base/awakening,screenfx/might-guy-base/awakening,Unique transition and form aura SFX for Eight Gates Released Formation.,https://naruto.fandom.com/wiki/Eight_Gates,ASSET_SPEC_PENDING_PRODUCTION
awakening-minato-edo,minato-edo,Persistent silhouette changes from base hero to KCM Minato.,Use canon-appropriate face markings/features for KCM Minato; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for KCM Minato; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for KCM Minato.,Use canonical armor/avatar layer for KCM Minato; NONE when not applicable.,Use canonical weapon state for KCM Minato; NONE when not applicable.,Distinct awakened aura profile: aura/minato-edo/awakened,Distinct chakra/material profile: chakra/minato-edo/awakened,Form-specific summon/avatar layer for KCM Minato; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/minato-edo/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/minato-edo/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/minato-edo/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/minato-edo/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/minato-edo/Awakened/Animations/Move,vfx/minato-edo/awakened/basic,vfx/minato-edo/awakened/skill1,vfx/minato-edo/awakened/skill2,vfx/minato-edo/awakened/ultimate,vfx/minato-edo/awakened/awakening-skill,camera/minato-edo/awakening,screenfx/minato-edo/awakening,Unique transition and form aura SFX for KCM Minato.,https://naruto.fandom.com/wiki/Minato_Namikaze,ASSET_SPEC_PENDING_PRODUCTION
awakening-mizuki-core,mizuki-core,Persistent silhouette changes from base hero to Cursed Power.,Use canon-appropriate face markings/features for Cursed Power; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Cursed Power; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Cursed Power.,Use canonical armor/avatar layer for Cursed Power; NONE when not applicable.,Use canonical weapon state for Cursed Power; NONE when not applicable.,Distinct awakened aura profile: aura/mizuki-core/awakened,Distinct chakra/material profile: chakra/mizuki-core/awakened,Form-specific summon/avatar layer for Cursed Power; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/mizuki-core/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/mizuki-core/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/mizuki-core/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/mizuki-core/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/mizuki-core/Awakened/Animations/Move,vfx/mizuki-core/awakened/basic,vfx/mizuki-core/awakened/skill1,vfx/mizuki-core/awakened/skill2,vfx/mizuki-core/awakened/ultimate,vfx/mizuki-core/awakened/awakening-skill,camera/mizuki-core/awakening,screenfx/mizuki-core/awakening,Unique transition and form aura SFX for Cursed Power.,current variant census; current kit seed=taijutsu,ASSET_SPEC_PENDING_PRODUCTION
awakening-mukade-base,mukade-base,Persistent silhouette changes from base hero to Ryumyaku Empowered Mukade.,Use canon-appropriate face markings/features for Ryumyaku Empowered Mukade; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Ryumyaku Empowered Mukade; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Ryumyaku Empowered Mukade.,Use canonical armor/avatar layer for Ryumyaku Empowered Mukade; NONE when not applicable.,Use canonical weapon state for Ryumyaku Empowered Mukade; NONE when not applicable.,Distinct awakened aura profile: aura/mukade-base/awakened,Distinct chakra/material profile: chakra/mukade-base/awakened,Form-specific summon/avatar layer for Ryumyaku Empowered Mukade; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/mukade-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/mukade-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/mukade-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/mukade-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/mukade-base/Awakened/Animations/Move,vfx/mukade-base/awakened/basic,vfx/mukade-base/awakened/skill1,vfx/mukade-base/awakened/skill2,vfx/mukade-base/awakened/ultimate,vfx/mukade-base/awakened/awakening-skill,camera/mukade-base/awakening,screenfx/mukade-base/awakening,Unique transition and form aura SFX for Ryumyaku Empowered Mukade.,https://naruto.fandom.com/wiki/Mukade,ASSET_SPEC_PENDING_PRODUCTION
awakening-naruto-genin,naruto-genin,Persistent silhouette changes from base hero to One-Tail Naruto.,Use canon-appropriate face markings/features for One-Tail Naruto; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for One-Tail Naruto; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for One-Tail Naruto.,Use canonical armor/avatar layer for One-Tail Naruto; NONE when not applicable.,Use canonical weapon state for One-Tail Naruto; NONE when not applicable.,Distinct awakened aura profile: aura/naruto-genin/awakened,Distinct chakra/material profile: chakra/naruto-genin/awakened,Form-specific summon/avatar layer for One-Tail Naruto; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/naruto-genin/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/naruto-genin/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/naruto-genin/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/naruto-genin/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/naruto-genin/Awakened/Animations/Move,vfx/naruto-genin/awakened/basic,vfx/naruto-genin/awakened/skill1,vfx/naruto-genin/awakened/skill2,vfx/naruto-genin/awakened/ultimate,vfx/naruto-genin/awakened/awakening-skill,camera/naruto-genin/awakening,screenfx/naruto-genin/awakening,Unique transition and form aura SFX for One-Tail Naruto.,https://naruto.fandom.com/wiki/Naruto_Uzumaki,ASSET_SPEC_PENDING_PRODUCTION
awakening-naruto-hokage,naruto-hokage,Persistent silhouette changes from base hero to Baryon Mode.,Use canon-appropriate face markings/features for Baryon Mode; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Baryon Mode; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Baryon Mode.,Use canonical armor/avatar layer for Baryon Mode; NONE when not applicable.,Use canonical weapon state for Baryon Mode; NONE when not applicable.,Distinct awakened aura profile: aura/naruto-hokage/awakened,Distinct chakra/material profile: chakra/naruto-hokage/awakened,Form-specific summon/avatar layer for Baryon Mode; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/naruto-hokage/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/naruto-hokage/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/naruto-hokage/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/naruto-hokage/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/naruto-hokage/Awakened/Animations/Move,vfx/naruto-hokage/awakened/basic,vfx/naruto-hokage/awakened/skill1,vfx/naruto-hokage/awakened/skill2,vfx/naruto-hokage/awakened/ultimate,vfx/naruto-hokage/awakened/awakening-skill,camera/naruto-hokage/awakening,screenfx/naruto-hokage/awakening,Unique transition and form aura SFX for Baryon Mode.,https://naruto.fandom.com/wiki/Naruto_Uzumaki,ASSET_SPEC_PENDING_PRODUCTION
awakening-naruto-sage,naruto-sage,Persistent silhouette changes from base hero to Kurama Link Naruto.,Use canon-appropriate face markings/features for Kurama Link Naruto; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Kurama Link Naruto; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Kurama Link Naruto.,Use canonical armor/avatar layer for Kurama Link Naruto; NONE when not applicable.,Use canonical weapon state for Kurama Link Naruto; NONE when not applicable.,Distinct awakened aura profile: aura/naruto-sage/awakened,Distinct chakra/material profile: chakra/naruto-sage/awakened,Form-specific summon/avatar layer for Kurama Link Naruto; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/naruto-sage/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/naruto-sage/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/naruto-sage/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/naruto-sage/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/naruto-sage/Awakened/Animations/Move,vfx/naruto-sage/awakened/basic,vfx/naruto-sage/awakened/skill1,vfx/naruto-sage/awakened/skill2,vfx/naruto-sage/awakened/ultimate,vfx/naruto-sage/awakened/awakening-skill,camera/naruto-sage/awakening,screenfx/naruto-sage/awakening,Unique transition and form aura SFX for Kurama Link Naruto.,https://naruto.fandom.com/wiki/Naruto_Uzumaki;https://naruto.fandom.com/wiki/Sage_Mode,ASSET_SPEC_PENDING_PRODUCTION
awakening-naruto-six-paths,naruto-six-paths,Persistent silhouette changes from base hero to Asura Kurama Mode.,Use canon-appropriate face markings/features for Asura Kurama Mode; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Asura Kurama Mode; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Asura Kurama Mode.,Use canonical armor/avatar layer for Asura Kurama Mode; NONE when not applicable.,Use canonical weapon state for Asura Kurama Mode; NONE when not applicable.,Distinct awakened aura profile: aura/naruto-six-paths/awakened,Distinct chakra/material profile: chakra/naruto-six-paths/awakened,Form-specific summon/avatar layer for Asura Kurama Mode; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/naruto-six-paths/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/naruto-six-paths/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/naruto-six-paths/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/naruto-six-paths/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/naruto-six-paths/Awakened/Animations/Move,vfx/naruto-six-paths/awakened/basic,vfx/naruto-six-paths/awakened/skill1,vfx/naruto-six-paths/awakened/skill2,vfx/naruto-six-paths/awakened/ultimate,vfx/naruto-six-paths/awakened/awakening-skill,camera/naruto-six-paths/awakening,screenfx/naruto-six-paths/awakening,Unique transition and form aura SFX for Asura Kurama Mode.,https://naruto.fandom.com/wiki/Naruto_Uzumaki,ASSET_SPEC_PENDING_PRODUCTION
awakening-obito-white-mask,obito-white-mask,Persistent silhouette changes from base hero to Ten-Tails Obito.,Use canon-appropriate face markings/features for Ten-Tails Obito; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Ten-Tails Obito; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Ten-Tails Obito.,Use canonical armor/avatar layer for Ten-Tails Obito; NONE when not applicable.,Use canonical weapon state for Ten-Tails Obito; NONE when not applicable.,Distinct awakened aura profile: aura/obito-white-mask/awakened,Distinct chakra/material profile: chakra/obito-white-mask/awakened,Form-specific summon/avatar layer for Ten-Tails Obito; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/obito-white-mask/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/obito-white-mask/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/obito-white-mask/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/obito-white-mask/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/obito-white-mask/Awakened/Animations/Move,vfx/obito-white-mask/awakened/basic,vfx/obito-white-mask/awakened/skill1,vfx/obito-white-mask/awakened/skill2,vfx/obito-white-mask/awakened/ultimate,vfx/obito-white-mask/awakened/awakening-skill,camera/obito-white-mask/awakening,screenfx/obito-white-mask/awakening,Unique transition and form aura SFX for Ten-Tails Obito.,https://naruto.fandom.com/wiki/Obito_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-obito-young,obito-young,Persistent silhouette changes from base hero to Mangekyo Obito.,Use canon-appropriate face markings/features for Mangekyo Obito; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Mangekyo Obito; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Mangekyo Obito.,Use canonical armor/avatar layer for Mangekyo Obito; NONE when not applicable.,Use canonical weapon state for Mangekyo Obito; NONE when not applicable.,Distinct awakened aura profile: aura/obito-young/awakened,Distinct chakra/material profile: chakra/obito-young/awakened,Form-specific summon/avatar layer for Mangekyo Obito; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/obito-young/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/obito-young/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/obito-young/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/obito-young/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/obito-young/Awakened/Animations/Move,vfx/obito-young/awakened/basic,vfx/obito-young/awakened/skill1,vfx/obito-young/awakened/skill2,vfx/obito-young/awakened/ultimate,vfx/obito-young/awakened/awakening-skill,camera/obito-young/awakening,screenfx/obito-young/awakening,Unique transition and form aura SFX for Mangekyo Obito.,https://naruto.fandom.com/wiki/Obito_Uchiha,ASSET_SPEC_PENDING_PRODUCTION
awakening-orochimaru-sannin,orochimaru-sannin,Persistent silhouette changes from base hero to White Snake Orochimaru.,Use canon-appropriate face markings/features for White Snake Orochimaru; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for White Snake Orochimaru; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for White Snake Orochimaru.,Use canonical armor/avatar layer for White Snake Orochimaru; NONE when not applicable.,Use canonical weapon state for White Snake Orochimaru; NONE when not applicable.,Distinct awakened aura profile: aura/orochimaru-sannin/awakened,Distinct chakra/material profile: chakra/orochimaru-sannin/awakened,Form-specific summon/avatar layer for White Snake Orochimaru; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/orochimaru-sannin/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/orochimaru-sannin/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/orochimaru-sannin/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/orochimaru-sannin/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/orochimaru-sannin/Awakened/Animations/Move,vfx/orochimaru-sannin/awakened/basic,vfx/orochimaru-sannin/awakened/skill1,vfx/orochimaru-sannin/awakened/skill2,vfx/orochimaru-sannin/awakened/ultimate,vfx/orochimaru-sannin/awakened/awakening-skill,camera/orochimaru-sannin/awakening,screenfx/orochimaru-sannin/awakening,Unique transition and form aura SFX for White Snake Orochimaru.,https://naruto.fandom.com/wiki/Orochimaru,ASSET_SPEC_PENDING_PRODUCTION
awakening-rock-lee-genin,rock-lee-genin,Persistent silhouette changes from base hero to Fifth Gate Lee.,Use canon-appropriate face markings/features for Fifth Gate Lee; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Fifth Gate Lee; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Fifth Gate Lee.,Use canonical armor/avatar layer for Fifth Gate Lee; NONE when not applicable.,Use canonical weapon state for Fifth Gate Lee; NONE when not applicable.,Distinct awakened aura profile: aura/rock-lee-genin/awakened,Distinct chakra/material profile: chakra/rock-lee-genin/awakened,Form-specific summon/avatar layer for Fifth Gate Lee; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/rock-lee-genin/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/rock-lee-genin/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/rock-lee-genin/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/rock-lee-genin/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/rock-lee-genin/Awakened/Animations/Move,vfx/rock-lee-genin/awakened/basic,vfx/rock-lee-genin/awakened/skill1,vfx/rock-lee-genin/awakened/skill2,vfx/rock-lee-genin/awakened/ultimate,vfx/rock-lee-genin/awakened/awakening-skill,camera/rock-lee-genin/awakening,screenfx/rock-lee-genin/awakening,Unique transition and form aura SFX for Fifth Gate Lee.,https://naruto.fandom.com/wiki/Eight_Gates,ASSET_SPEC_PENDING_PRODUCTION
awakening-rock-lee-shippuden,rock-lee-shippuden,Persistent silhouette changes from base hero to Sixth Gate Lee.,Use canon-appropriate face markings/features for Sixth Gate Lee; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Sixth Gate Lee; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Sixth Gate Lee.,Use canonical armor/avatar layer for Sixth Gate Lee; NONE when not applicable.,Use canonical weapon state for Sixth Gate Lee; NONE when not applicable.,Distinct awakened aura profile: aura/rock-lee-shippuden/awakened,Distinct chakra/material profile: chakra/rock-lee-shippuden/awakened,Form-specific summon/avatar layer for Sixth Gate Lee; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/rock-lee-shippuden/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/rock-lee-shippuden/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/rock-lee-shippuden/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/rock-lee-shippuden/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/rock-lee-shippuden/Awakened/Animations/Move,vfx/rock-lee-shippuden/awakened/basic,vfx/rock-lee-shippuden/awakened/skill1,vfx/rock-lee-shippuden/awakened/skill2,vfx/rock-lee-shippuden/awakened/ultimate,vfx/rock-lee-shippuden/awakened/awakening-skill,camera/rock-lee-shippuden/awakening,screenfx/rock-lee-shippuden/awakening,Unique transition and form aura SFX for Sixth Gate Lee.,https://naruto.fandom.com/wiki/Eight_Gates,ASSET_SPEC_PENDING_PRODUCTION
awakening-roshi-base,roshi-base,Persistent silhouette changes from base hero to Four-Tails Cloak.,Use canon-appropriate face markings/features for Four-Tails Cloak; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Four-Tails Cloak; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Four-Tails Cloak.,Use canonical armor/avatar layer for Four-Tails Cloak; NONE when not applicable.,Use canonical weapon state for Four-Tails Cloak; NONE when not applicable.,Distinct awakened aura profile: aura/roshi-base/awakened,Distinct chakra/material profile: chakra/roshi-base/awakened,Form-specific summon/avatar layer for Four-Tails Cloak; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/roshi-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/roshi-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/roshi-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/roshi-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/roshi-base/Awakened/Animations/Move,vfx/roshi-base/awakened/basic,vfx/roshi-base/awakened/skill1,vfx/roshi-base/awakened/skill2,vfx/roshi-base/awakened/ultimate,vfx/roshi-base/awakened/awakening-skill,camera/roshi-base/awakening,screenfx/roshi-base/awakening,Unique transition and form aura SFX for Four-Tails Cloak.,https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,ASSET_SPEC_PENDING_PRODUCTION
awakening-sakon-base,sakon-base,Persistent silhouette changes from base hero to Curse Mark Level 2.,Use canon-appropriate face markings/features for Curse Mark Level 2; NONE where canon shows no change.,Use canon-appropriate eye/dojutsu state for Curse Mark Level 2; NONE where not applicable.,Preserve canonical hair unless the awakened form visibly changes it.,Use canonical clothing/form treatment for Curse Mark Level 2.,Use canonical armor/avatar layer for Curse Mark Level 2; NONE when not applicable.,Use canonical weapon state for Curse Mark Level 2; NONE when not applicable.,Distinct awakened aura profile: aura/sakon-base/awakened,Distinct chakra/material profile: chakra/sakon-base/awakened,Form-specific summon/avatar layer for Curse Mark Level 2; NONE when not canonically applicable.,client-unity/Assets/GameContent/Heroes/sakon-base/Awakened/Transition/Start,client-unity/Assets/GameContent/Heroes/sakon-base/Awakened/Transition/Mid,client-unity/Assets/GameContent/Heroes/sakon-base/Awakened/Transition/End,client-unity/Assets/GameContent/Heroes/sakon-base/Awakened/Animations/Idle,client-unity/Assets/GameContent/Heroes/sakon-base/Awakened/Animations/Move,vfx/sakon-base/awakened/basic,vfx/sakon-base/awakened/skill1,vfx/sakon-base/awakened/skill2,vfx/sakon-base/awakened/ultimate,vfx/sakon-base/awakened/awakening-skill,camera/sakon-base/awakening,screenfx/sakon-base/awakening,Unique transition and form aura SFX for Curse Mark Level 2.,https://naruto.fandom.com/wiki/Cursed_Seal,ASSET_SPEC_PENDING_PRODUCTION
