hero_id,character_id,version_name,display_name_en,display_name_vi,era,rarity,role,element,faction,base_form_id,basic_skill,skill_1,skill_2,ultimate,passive,awakening_id,summonable,status
izuna-uchiha-core,izuna-uchiha,izuna-uchiha [Core],izuna-uchiha [Core],izuna-uchiha [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-izuna-uchiha-warring-states,hvs-izuna-uchiha-core-basic,hvs-izuna-uchiha-core-skill-1,hvs-izuna-uchiha-core-skill-2,hvs-izuna-uchiha-core-ultimate,hvs-izuna-uchiha-core-passive,awakening-izuna-uchiha-core,true,PLAYABLE_DESIGN_BASELINE
jinin-akebino-core,jinin-akebino,jinin-akebino [Core],jinin-akebino [Core],jinin-akebino [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-jinin-akebino-kabutowari-wielder,hvs-jinin-akebino-core-basic,hvs-jinin-akebino-core-skill-1,hvs-jinin-akebino-core-skill-2,hvs-jinin-akebino-core-ultimate,hvs-jinin-akebino-core-passive,,true,PLAYABLE_DESIGN_BASELINE
jinpachi-munashi-core,jinpachi-munashi,jinpachi-munashi [Core],jinpachi-munashi [Core],jinpachi-munashi [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-jinpachi-munashi-shibuki-wielder,hvs-jinpachi-munashi-core-basic,hvs-jinpachi-munashi-core-skill-1,hvs-jinpachi-munashi-core-skill-2,hvs-jinpachi-munashi-core-ultimate,hvs-jinpachi-munashi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
jirobo-base,jirobo,Jirobo,Jirobo,Jirobo,PART_I,SR,TANK,MIXED,OTOGAKURE,form-jirobo-sound-four,hvs-jirobo-base-basic,hvs-jirobo-base-skill-1,hvs-jirobo-base-skill-2,hvs-jirobo-base-ultimate,hvs-jirobo-base-passive,awakening-jirobo-base,true,PLAYABLE_DESIGN_BASELINE
jugo-base,jugo,Jugo,Jugo,Jugo,SHIPPUDEN,SSR,BRUISER,MIXED,OTOGAKURE,form-jugo-curse-mark-base,hvs-jugo-base-basic,hvs-jugo-base-skill-1,hvs-jugo-base-skill-2,hvs-jugo-base-ultimate,hvs-jugo-base-passive,awakening-jugo-base,true,PLAYABLE_DESIGN_BASELINE
kabuto-part1,kabuto-yakushi,Kabuto [Part I],Kabuto [Part I],Kabuto [Part I],PART_I,SR,SUPPORT_ASSASSIN,CHAKRA,OTOGAKURE,form-kabuto-yakushi-part-i,hvs-kabuto-part1-basic,hvs-kabuto-part1-skill-1,hvs-kabuto-part1-skill-2,hvs-kabuto-part1-ultimate,hvs-kabuto-part1-passive,,true,PLAYABLE_DESIGN_BASELINE
kabuto-shippuden,kabuto-yakushi,Kabuto [Shippuden],Kabuto [Shippuden],Kabuto [Shippuden],WAR_ARC,SSR,CONTROL_DPS,CHAKRA,OTOGAKURE,form-kabuto-yakushi-shippuden,hvs-kabuto-shippuden-basic,hvs-kabuto-shippuden-skill-1,hvs-kabuto-shippuden-skill-2,hvs-kabuto-shippuden-ultimate,hvs-kabuto-shippuden-passive,awakening-kabuto-shippuden,true,PLAYABLE_DESIGN_BASELINE
kagami-uchiha-core,kagami-uchiha,kagami-uchiha [Core],kagami-uchiha [Core],kagami-uchiha [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-kagami-uchiha-tobirama-guard,hvs-kagami-uchiha-core-basic,hvs-kagami-uchiha-core-skill-1,hvs-kagami-uchiha-core-skill-2,hvs-kagami-uchiha-core-ultimate,hvs-kagami-uchiha-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kagari-core,kagari,kagari [Core],kagari [Core],kagari [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-kagari-rain-genin,hvs-kagari-core-basic,hvs-kagari-core-skill-1,hvs-kagari-core-skill-2,hvs-kagari-core-ultimate,hvs-kagari-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kaguya-base,kaguya-otsutsuki,Kaguya Otsutsuki,Kaguya Otsutsuki,Kaguya Otsutsuki,ANCIENT,UR,BOSS_CONTROL,CHAKRA,ANCIENTS,form-kaguya-otsutsuki-base,hvs-kaguya-base-basic,hvs-kaguya-base-skill-1,hvs-kaguya-base-skill-2,hvs-kaguya-base-ultimate,hvs-kaguya-base-passive,awakening-kaguya-base,true,PLAYABLE_DESIGN_BASELINE
kakashi-anbu,kakashi-hatake,Kakashi [ANBU],Kakashi [ANBU],Kakashi [ANBU],ANBU,SR,ASSASSIN,MIXED,KONOHA,form-kakashi-hatake-anbu,hvs-kakashi-anbu-basic,hvs-kakashi-anbu-skill-1,hvs-kakashi-anbu-skill-2,hvs-kakashi-anbu-ultimate,hvs-kakashi-anbu-passive,,true,PLAYABLE_DESIGN_BASELINE
kakashi-war,kakashi-hatake,Kakashi [Sharingan],Kakashi [Sharingan],Kakashi [Sharingan],WAR_ARC,SSR,CONTROL_DPS,MIXED,KONOHA,form-kakashi-hatake-mangekyo-sharingan,hvs-kakashi-war-basic,hvs-kakashi-war-skill-1,hvs-kakashi-war-skill-2,hvs-kakashi-war-ultimate,hvs-kakashi-war-passive,awakening-kakashi-war,true,PLAYABLE_DESIGN_BASELINE
kakashi-young,kakashi-hatake,Kakashi [Young],Kakashi [Young],Kakashi [Young],KANNABI,SR,ASSASSIN,MIXED,KONOHA,form-kakashi-hatake-young,hvs-kakashi-young-basic,hvs-kakashi-young-skill-1,hvs-kakashi-young-skill-2,hvs-kakashi-young-ultimate,hvs-kakashi-young-passive,awakening-kakashi-young,true,PLAYABLE_DESIGN_BASELINE
kakko-core,kakko,kakko [Core],kakko [Core],kakko [Core],SOURCE_ERA,SR,FLEX,EARTH,IWAGAKURE,form-kakko-stone-jonin,hvs-kakko-core-basic,hvs-kakko-core-skill-1,hvs-kakko-core-skill-2,hvs-kakko-core-ultimate,hvs-kakko-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kakuzu-akatsuki,kakuzu,Kakuzu [Akatsuki],Kakuzu [Akatsuki],Kakuzu [Akatsuki],AKATSUKI,SSR,TANK_DPS,MIXED,AKATSUKI,form-kakuzu-akatsuki,hvs-kakuzu-akatsuki-basic,hvs-kakuzu-akatsuki-skill-1,hvs-kakuzu-akatsuki-skill-2,hvs-kakuzu-akatsuki-ultimate,hvs-kakuzu-akatsuki-passive,awakening-kakuzu-akatsuki,true,PLAYABLE_DESIGN_BASELINE
kankuro-core,kankuro,kankuro [Core],kankuro [Core],kankuro [Core],SOURCE_ERA,SR,FLEX,MIXED,SUNAGAKURE,form-kankuro-chunin-exams,hvs-kankuro-core-basic,hvs-kankuro-core-skill-1,hvs-kankuro-core-skill-2,hvs-kankuro-core-ultimate,hvs-kankuro-core-passive,,true,PLAYABLE_DESIGN_BASELINE
karin-core,karin,karin [Core],karin [Core],karin [Core],SOURCE_ERA,SR,FLEX,MIXED,OTOGAKURE,form-karin-hebi-sensor,hvs-karin-core-basic,hvs-karin-core-skill-1,hvs-karin-core-skill-2,hvs-karin-core-ultimate,hvs-karin-core-passive,,true,PLAYABLE_DESIGN_BASELINE
karui-core,karui,karui [Core],karui [Core],karui [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-karui-cloud-kunoichi,hvs-karui-core-basic,hvs-karui-core-skill-1,hvs-karui-core-skill-2,hvs-karui-core-ultimate,hvs-karui-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kiba-inuzuka-core,kiba-inuzuka,kiba-inuzuka [Core],kiba-inuzuka [Core],kiba-inuzuka [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-kiba-inuzuka-chunin-exams,hvs-kiba-inuzuka-core-basic,hvs-kiba-inuzuka-core-skill-1,hvs-kiba-inuzuka-core-skill-2,hvs-kiba-inuzuka-core-ultimate,hvs-kiba-inuzuka-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kidomaru-base,kidomaru,Kidomaru,Kidomaru,Kidomaru,PART_I,SR,RANGED_DPS,MIXED,OTOGAKURE,form-kidomaru-sound-four,hvs-kidomaru-base-basic,hvs-kidomaru-base-skill-1,hvs-kidomaru-base-skill-2,hvs-kidomaru-base-ultimate,hvs-kidomaru-base-passive,awakening-kidomaru-base,true,PLAYABLE_DESIGN_BASELINE
killer-b-base,killer-b,Killer B,Killer B,Killer B,SHIPPUDEN,SSR,BRUISER,MIXED,KUMOGAKURE,form-killer-b-base,hvs-killer-b-base-basic,hvs-killer-b-base-skill-1,hvs-killer-b-base-skill-2,hvs-killer-b-base-ultimate,hvs-killer-b-base-passive,awakening-killer-b-base,true,PLAYABLE_DESIGN_BASELINE
kimimaro-base,kimimaro,Kimimaro,Kimimaro,Kimimaro,PART_I,SSR,BRUISER_ASSASSIN,MIXED,OTOGAKURE,form-kimimaro-base,hvs-kimimaro-base-basic,hvs-kimimaro-base-skill-1,hvs-kimimaro-base-skill-2,hvs-kimimaro-base-ultimate,hvs-kimimaro-base-passive,awakening-kimimaro-base,true,PLAYABLE_DESIGN_BASELINE
kin-tsuchi-core,kin-tsuchi,kin-tsuchi [Core],kin-tsuchi [Core],kin-tsuchi [Core],SOURCE_ERA,SR,FLEX,MIXED,OTOGAKURE,form-kin-tsuchi-sound-genin,hvs-kin-tsuchi-core-basic,hvs-kin-tsuchi-core-skill-1,hvs-kin-tsuchi-core-skill-2,hvs-kin-tsuchi-core-ultimate,hvs-kin-tsuchi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kinkaku-base,kinkaku,Kinkaku,Kinkaku,Kinkaku,WAR_ERA,SR,BRUISER,MIXED,WARERA,form-kinkaku-gold-brother,hvs-kinkaku-base-basic,hvs-kinkaku-base-skill-1,hvs-kinkaku-base-skill-2,hvs-kinkaku-base-ultimate,hvs-kinkaku-base-passive,awakening-kinkaku-base,true,PLAYABLE_DESIGN_BASELINE
kisame-akatsuki,kisame-hoshigaki,Kisame [Akatsuki],Kisame [Akatsuki],Kisame [Akatsuki],AKATSUKI,SSR,TANK_DPS,MIXED,KIRIGAKURE,form-kisame-hoshigaki-akatsuki,hvs-kisame-akatsuki-basic,hvs-kisame-akatsuki-skill-1,hvs-kisame-akatsuki-skill-2,hvs-kisame-akatsuki-ultimate,hvs-kisame-akatsuki-passive,awakening-kisame-akatsuki,true,PLAYABLE_DESIGN_BASELINE
kitsuchi-core,kitsuchi,kitsuchi [Core],kitsuchi [Core],kitsuchi [Core],SOURCE_ERA,SR,FLEX,EARTH,IWAGAKURE,form-kitsuchi-earth-commander,hvs-kitsuchi-core-basic,hvs-kitsuchi-core-skill-1,hvs-kitsuchi-core-skill-2,hvs-kitsuchi-core-ultimate,hvs-kitsuchi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
konan-akatsuki,konan,Konan [Akatsuki],Konan [Akatsuki],Konan [Akatsuki],AKATSUKI,SSR,CONTROL_DPS,MIXED,AMEGAKURE,form-konan-akatsuki,hvs-konan-akatsuki-basic,hvs-konan-akatsuki-skill-1,hvs-konan-akatsuki-skill-2,hvs-konan-akatsuki-ultimate,hvs-konan-akatsuki-passive,awakening-konan-akatsuki,true,PLAYABLE_DESIGN_BASELINE
konohamaru-sarutobi-core,konohamaru-sarutobi,konohamaru-sarutobi [Core],konohamaru-sarutobi [Core],konohamaru-sarutobi [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-konohamaru-sarutobi-academy-prodigy,hvs-konohamaru-sarutobi-core-basic,hvs-konohamaru-sarutobi-core-skill-1,hvs-konohamaru-sarutobi-core-skill-2,hvs-konohamaru-sarutobi-core-ultimate,hvs-konohamaru-sarutobi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kosuke-maruboshi-core,kosuke-maruboshi,kosuke-maruboshi [Core],kosuke-maruboshi [Core],kosuke-maruboshi [Core],SOURCE_ERA,SR,FLEX,WATER,KONOHA,form-kosuke-maruboshi-eternal-genin,hvs-kosuke-maruboshi-core-basic,hvs-kosuke-maruboshi-core-skill-1,hvs-kosuke-maruboshi-core-skill-2,hvs-kosuke-maruboshi-core-ultimate,hvs-kosuke-maruboshi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kotetsu-hagane-core,kotetsu-hagane,kotetsu-hagane [Core],kotetsu-hagane [Core],kotetsu-hagane [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-kotetsu-hagane-gate-guard,hvs-kotetsu-hagane-core-basic,hvs-kotetsu-hagane-core-skill-1,hvs-kotetsu-hagane-core-skill-2,hvs-kotetsu-hagane-core-ultimate,hvs-kotetsu-hagane-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kurenai-yuhi-core,kurenai-yuhi,kurenai-yuhi [Core],kurenai-yuhi [Core],kurenai-yuhi [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-kurenai-yuhi-genjutsu-jonin,hvs-kurenai-yuhi-core-basic,hvs-kurenai-yuhi-core-skill-1,hvs-kurenai-yuhi-core-skill-2,hvs-kurenai-yuhi-core-ultimate,hvs-kurenai-yuhi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kurotsuchi-core,kurotsuchi,Kurotsuchi,Kurotsuchi,Kurotsuchi,SOURCE_ERA,SR,FLEX,EARTH,IWAGAKURE,form-kurotsuchi-base,hvs-kurotsuchi-core-basic,hvs-kurotsuchi-core-skill-1,hvs-kurotsuchi-core-skill-2,hvs-kurotsuchi-core-ultimate,hvs-kurotsuchi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
kushimaru-kuriarare-core,kushimaru-kuriarare,kushimaru-kuriarare [Core],kushimaru-kuriarare [Core],kushimaru-kuriarare [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-kushimaru-kuriarare-nuibari-wielder,hvs-kushimaru-kuriarare-core-basic,hvs-kushimaru-kuriarare-core-skill-1,hvs-kushimaru-kuriarare-core-skill-2,hvs-kushimaru-kuriarare-core-ultimate,hvs-kushimaru-kuriarare-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mabui-core,mabui,mabui [Core],mabui [Core],mabui [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-mabui-raikage-secretary,hvs-mabui-core-basic,hvs-mabui-core-skill-1,hvs-mabui-core-skill-2,hvs-mabui-core-ultimate,hvs-mabui-core-passive,,true,PLAYABLE_DESIGN_BASELINE
madara-ems,madara-uchiha,Madara [Eternal Mangekyo],Madara [Eternal Mangekyo],Madara [Eternal Mangekyo],WARRING_STATES,UR,DPS_TANK,CHAKRA,KONOHA,form-madara-uchiha-eternal-mangekyo,hvs-madara-ems-basic,hvs-madara-ems-skill-1,hvs-madara-ems-skill-2,hvs-madara-ems-ultimate,hvs-madara-ems-passive,,true,PLAYABLE_DESIGN_BASELINE
madara-rinnegan,madara-uchiha,Madara [Rinnegan],Madara [Rinnegan],Madara [Rinnegan],WAR_ARC,UR,BOSS_DPS,CHAKRA,KONOHA,form-madara-uchiha-rinnegan,hvs-madara-rinnegan-basic,hvs-madara-rinnegan-skill-1,hvs-madara-rinnegan-skill-2,hvs-madara-rinnegan-ultimate,hvs-madara-rinnegan-passive,awakening-madara-rinnegan,true,PLAYABLE_DESIGN_BASELINE
mahiru-core,mahiru,mahiru [Core],mahiru [Core],mahiru [Core],SOURCE_ERA,SR,FLEX,EARTH,IWAGAKURE,form-mahiru-stone-jonin,hvs-mahiru-core-basic,hvs-mahiru-core-skill-1,hvs-mahiru-core-skill-2,hvs-mahiru-core-ultimate,hvs-mahiru-core-passive,,true,PLAYABLE_DESIGN_BASELINE
maki-core,maki,maki [Core],maki [Core],maki [Core],SOURCE_ERA,SR,FLEX,WIND,SUNAGAKURE,form-maki-sealing-corps,hvs-maki-core-basic,hvs-maki-core-skill-1,hvs-maki-core-skill-2,hvs-maki-core-ultimate,hvs-maki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mangetsu-hozuki-core,mangetsu-hozuki,mangetsu-hozuki [Core],mangetsu-hozuki [Core],mangetsu-hozuki [Core],SOURCE_ERA,SR,FLEX,WATER,KIRIGAKURE,form-mangetsu-hozuki-seven-swordsman,hvs-mangetsu-hozuki-core-basic,hvs-mangetsu-hozuki-core-skill-1,hvs-mangetsu-hozuki-core-skill-2,hvs-mangetsu-hozuki-core-ultimate,hvs-mangetsu-hozuki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
matsuri-core,matsuri,matsuri [Core],matsuri [Core],matsuri [Core],SOURCE_ERA,SR,FLEX,WIND,SUNAGAKURE,form-matsuri-gaara-disciple,hvs-matsuri-core-basic,hvs-matsuri-core-skill-1,hvs-matsuri-core-skill-2,hvs-matsuri-core-ultimate,hvs-matsuri-core-passive,,true,PLAYABLE_DESIGN_BASELINE
meizu-core,meizu,meizu [Core],meizu [Core],meizu [Core],SOURCE_ERA,SR,FLEX,MIXED,OTHER,form-meizu-demon-brothers,hvs-meizu-core-basic,hvs-meizu-core-skill-1,hvs-meizu-core-skill-2,hvs-meizu-core-ultimate,hvs-meizu-core-passive,,true,PLAYABLE_DESIGN_BASELINE
menma-base,menma-uzumaki,Menma Uzumaki,Menma Uzumaki,Menma Uzumaki,MOVIE_ORIGINAL,SR,CONTROL_DPS,MIXED,ANIMEMOVIEEXPANSION,form-menma-uzumaki-masked-menma,hvs-menma-base-basic,hvs-menma-base-skill-1,hvs-menma-base-skill-2,hvs-menma-base-ultimate,hvs-menma-base-passive,awakening-menma-base,true,PLAYABLE_DESIGN_BASELINE
midare-core,midare,midare [Core],midare [Core],midare [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-midare-rain-genin,hvs-midare-core-basic,hvs-midare-core-skill-1,hvs-midare-core-skill-2,hvs-midare-core-ultimate,hvs-midare-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mifune-core,mifune,mifune [Core],mifune [Core],mifune [Core],SOURCE_ERA,SR,FLEX,MIXED,SAMURAI,form-mifune-samurai-general,hvs-mifune-core-basic,hvs-mifune-core-skill-1,hvs-mifune-core-skill-2,hvs-mifune-core-ultimate,hvs-mifune-core-passive,,true,PLAYABLE_DESIGN_BASELINE
might-duy-base,might-duy,Might Duy,Might Duy,Might Duy,PRE_SERIES,SR,BURST_DPS,MIXED,KONOHA,form-might-duy-eternal-genin,hvs-might-duy-base-basic,hvs-might-duy-base-skill-1,hvs-might-duy-base-skill-2,hvs-might-duy-base-ultimate,hvs-might-duy-base-passive,awakening-might-duy-base,true,PLAYABLE_DESIGN_BASELINE
might-guy-base,might-guy,Might Guy,Might Guy,Might Guy,SHIPPUDEN,SSR,BURST_DPS,MIXED,KONOHA,form-might-guy-base,hvs-might-guy-base-basic,hvs-might-guy-base-skill-1,hvs-might-guy-base-skill-2,hvs-might-guy-base-ultimate,hvs-might-guy-base-passive,awakening-might-guy-base,true,PLAYABLE_DESIGN_BASELINE
minato-edo,minato-namikaze,Minato [Reanimated],Minato [Reanimated],Minato [Reanimated],WAR_ARC,SSR,ASSASSIN_SUPPORT,MIXED,KONOHA,form-minato-namikaze-edo-tensei,hvs-minato-edo-basic,hvs-minato-edo-skill-1,hvs-minato-edo-skill-2,hvs-minato-edo-ultimate,hvs-minato-edo-passive,awakening-minato-edo,true,PLAYABLE_DESIGN_BASELINE
minato-jonin,minato-namikaze,Minato [Jonin],Minato [Jonin],Minato [Jonin],KANNABI,SSR,ASSASSIN_SUPPORT,MIXED,KONOHA,form-minato-namikaze-jonin,hvs-minato-jonin-basic,hvs-minato-jonin-skill-1,hvs-minato-jonin-skill-2,hvs-minato-jonin-ultimate,hvs-minato-jonin-passive,,true,PLAYABLE_DESIGN_BASELINE
misumi-tsurugi-core,misumi-tsurugi,Misumi Tsurugi,Misumi Tsurugi,Misumi Tsurugi,SOURCE_ERA,SR,FLEX,MIXED,OTOGAKURE,form-misumi-tsurugi-base,hvs-misumi-tsurugi-core-basic,hvs-misumi-tsurugi-core-skill-1,hvs-misumi-tsurugi-core-skill-2,hvs-misumi-tsurugi-core-ultimate,hvs-misumi-tsurugi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mito-uzumaki-core,mito-uzumaki,mito-uzumaki [Core],mito-uzumaki [Core],mito-uzumaki [Core],SOURCE_ERA,SR,FLEX,MIXED,JINCHURIKI,form-mito-uzumaki-first-jinchuriki,hvs-mito-uzumaki-core-basic,hvs-mito-uzumaki-core-skill-1,hvs-mito-uzumaki-core-skill-2,hvs-mito-uzumaki-core-ultimate,hvs-mito-uzumaki-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mizuki-core,mizuki,mizuki [Core],mizuki [Core],mizuki [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-mizuki-academy-instructor,hvs-mizuki-core-basic,hvs-mizuki-core-skill-1,hvs-mizuki-core-skill-2,hvs-mizuki-core-ultimate,hvs-mizuki-core-passive,awakening-mizuki-core,true,PLAYABLE_DESIGN_BASELINE
moegi-kazamatsuri-core,moegi-kazamatsuri,moegi-kazamatsuri [Core],moegi-kazamatsuri [Core],moegi-kazamatsuri [Core],SOURCE_ERA,SR,FLEX,EARTH,KONOHA,form-moegi-kazamatsuri-academy-squad,hvs-moegi-kazamatsuri-core-basic,hvs-moegi-kazamatsuri-core-skill-1,hvs-moegi-kazamatsuri-core-skill-2,hvs-moegi-kazamatsuri-core-ultimate,hvs-moegi-kazamatsuri-core-passive,,true,PLAYABLE_DESIGN_BASELINE
motoi-core,motoi,motoi [Core],motoi [Core],motoi [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-motoi-cloud-jonin,hvs-motoi-core-basic,hvs-motoi-core-skill-1,hvs-motoi-core-skill-2,hvs-motoi-core-ultimate,hvs-motoi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mu-core,mu,mu [Core],mu [Core],mu [Core],SOURCE_ERA,SR,FLEX,CHAKRA,IWAGAKURE,form-mu-second-tsuchikage,hvs-mu-core-basic,hvs-mu-core-skill-1,hvs-mu-core-skill-2,hvs-mu-core-ultimate,hvs-mu-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mubi-core,mubi,mubi [Core],mubi [Core],mubi [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-mubi-rain-genin,hvs-mubi-core-basic,hvs-mubi-core-skill-1,hvs-mubi-core-skill-2,hvs-mubi-core-ultimate,hvs-mubi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
mukade-base,mukade,Mukade,Mukade,Mukade,MOVIE_ORIGINAL,SR,SUMMONER_CONTROL,MIXED,ANIMEMOVIEEXPANSION,form-mukade-suna-missing-nin,hvs-mukade-base-basic,hvs-mukade-base-skill-1,hvs-mukade-base-skill-2,hvs-mukade-base-ultimate,hvs-mukade-base-passive,awakening-mukade-base,true,PLAYABLE_DESIGN_BASELINE
nagato-core,nagato,nagato [Core],nagato [Core],nagato [Core],SOURCE_ERA,SR,FLEX,CHAKRA,AMEGAKURE,form-nagato-young,hvs-nagato-core-basic,hvs-nagato-core-skill-1,hvs-nagato-core-skill-2,hvs-nagato-core-ultimate,hvs-nagato-core-passive,,true,PLAYABLE_DESIGN_BASELINE
naruto-genin,naruto-uzumaki,Naruto [Genin],Naruto [Genin],Naruto [Genin],PART_I,SSR,HYBRID,MIXED,KONOHA,form-naruto-uzumaki-genin,hvs-naruto-genin-basic,hvs-naruto-genin-skill-1,hvs-naruto-genin-skill-2,hvs-naruto-genin-ultimate,hvs-naruto-genin-passive,awakening-naruto-genin,true,PLAYABLE_DESIGN_BASELINE
naruto-hokage,naruto-uzumaki,Naruto [Hokage],Naruto [Hokage],Naruto [Hokage],ADULT,SSR,BRUISER,CHAKRA,KONOHA,form-naruto-uzumaki-hokage,hvs-naruto-hokage-basic,hvs-naruto-hokage-skill-1,hvs-naruto-hokage-skill-2,hvs-naruto-hokage-ultimate,hvs-naruto-hokage-passive,awakening-naruto-hokage,true,PLAYABLE_DESIGN_BASELINE
naruto-sage,naruto-uzumaki,Naruto [Sage Mode],Naruto [Sage Mode],Naruto [Sage Mode],SHIPPUDEN,SSR,BURST_DPS,MIXED,KONOHA,form-naruto-uzumaki-sage-mode,hvs-naruto-sage-basic,hvs-naruto-sage-skill-1,hvs-naruto-sage-skill-2,hvs-naruto-sage-ultimate,hvs-naruto-sage-passive,awakening-naruto-sage,true,PLAYABLE_DESIGN_BASELINE
naruto-six-paths,naruto-uzumaki,Naruto [Six Paths],Naruto [Six Paths],Naruto [Six Paths],WAR_ARC,UR,UTILITY_DPS,CHAKRA,KONOHA,form-naruto-uzumaki-six-paths-sage-mode,hvs-naruto-six-paths-basic,hvs-naruto-six-paths-skill-1,hvs-naruto-six-paths-skill-2,hvs-naruto-six-paths-ultimate,hvs-naruto-six-paths-passive,awakening-naruto-six-paths,true,PLAYABLE_DESIGN_BASELINE
neji-hyuga-core,neji-hyuga,neji-hyuga [Core],neji-hyuga [Core],neji-hyuga [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-neji-hyuga-genin,hvs-neji-hyuga-core-basic,hvs-neji-hyuga-core-skill-1,hvs-neji-hyuga-core-skill-2,hvs-neji-hyuga-core-ultimate,hvs-neji-hyuga-core-passive,,true,PLAYABLE_DESIGN_BASELINE
nono-yakushi-core,nono-yakushi,nono-yakushi [Core],nono-yakushi [Core],nono-yakushi [Core],SOURCE_ERA,SR,FLEX,MIXED,KONOHA,form-nono-yakushi-orphanage-director,hvs-nono-yakushi-core-basic,hvs-nono-yakushi-core-skill-1,hvs-nono-yakushi-core-skill-2,hvs-nono-yakushi-core-ultimate,hvs-nono-yakushi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
obito-masked,obito-uchiha,Obito [Masked Man],Obito [Masked Man],Obito [Masked Man],MASKED_MAN,SSR,CONTROL,CHAKRA,KONOHA,form-obito-uchiha-masked-man,hvs-obito-masked-basic,hvs-obito-masked-skill-1,hvs-obito-masked-skill-2,hvs-obito-masked-ultimate,hvs-obito-masked-passive,,true,PLAYABLE_DESIGN_BASELINE
obito-white-mask,obito-uchiha,Obito [White Mask],Obito [White Mask],Obito [White Mask],WAR_ARC,UR,CONTROL_TANK,CHAKRA,KONOHA,form-obito-uchiha-white-mask,hvs-obito-white-mask-basic,hvs-obito-white-mask-skill-1,hvs-obito-white-mask-skill-2,hvs-obito-white-mask-ultimate,hvs-obito-white-mask-passive,awakening-obito-white-mask,true,PLAYABLE_DESIGN_BASELINE
obito-young,obito-uchiha,Obito [Young],Obito [Young],Obito [Young],KANNABI,SR,ASSASSIN,CHAKRA,KONOHA,form-obito-uchiha-young,hvs-obito-young-basic,hvs-obito-young-skill-1,hvs-obito-young-skill-2,hvs-obito-young-ultimate,hvs-obito-young-passive,awakening-obito-young,true,PLAYABLE_DESIGN_BASELINE
oboro-core,oboro,oboro [Core],oboro [Core],oboro [Core],SOURCE_ERA,SR,FLEX,WATER,AMEGAKURE,form-oboro-rain-genin,hvs-oboro-core-basic,hvs-oboro-core-skill-1,hvs-oboro-core-skill-2,hvs-oboro-core-ultimate,hvs-oboro-core-passive,,true,PLAYABLE_DESIGN_BASELINE
okisuke-core,okisuke,okisuke [Core],okisuke [Core],okisuke [Core],SOURCE_ERA,SR,FLEX,MIXED,SAMURAI,form-okisuke-samurai-captain,hvs-okisuke-core-basic,hvs-okisuke-core-skill-1,hvs-okisuke-core-skill-2,hvs-okisuke-core-ultimate,hvs-okisuke-core-passive,,true,PLAYABLE_DESIGN_BASELINE
omoi-core,omoi,omoi [Core],omoi [Core],omoi [Core],SOURCE_ERA,SR,FLEX,MIXED,KUMOGAKURE,form-omoi-cloud-swordsman,hvs-omoi-core-basic,hvs-omoi-core-skill-1,hvs-omoi-core-skill-2,hvs-omoi-core-ultimate,hvs-omoi-core-passive,,true,PLAYABLE_DESIGN_BASELINE
