legacy_character_id,legacy_variant_id,hero_version_id,awakened,mapping_kind,reason
kosuke-maruboshi,BASE,kosuke-maruboshi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kotetsu-hagane,__BASE__,kotetsu-hagane-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kotetsu-hagane,BASE,kotetsu-hagane-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kurenai-yuhi,__BASE__,kurenai-yuhi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kurenai-yuhi,BASE,kurenai-yuhi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kurotsuchi,__BASE__,kurotsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kurotsuchi,BASE,kurotsuchi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kushimaru-kuriarare,__BASE__,kushimaru-kuriarare-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
kushimaru-kuriarare,BASE,kushimaru-kuriarare-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mabui,__BASE__,mabui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mabui,BASE,mabui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
madara-uchiha,__BASE__,madara-ems,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
madara-uchiha,BASE,madara-ems,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mahiru,__BASE__,mahiru-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mahiru,BASE,mahiru-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
maki,__BASE__,maki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
maki,BASE,maki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mangetsu-hozuki,__BASE__,mangetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mangetsu-hozuki,BASE,mangetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
matsuri,__BASE__,matsuri-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
matsuri,BASE,matsuri-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
meizu,__BASE__,meizu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
meizu,BASE,meizu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
menma-uzumaki,__BASE__,menma-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
menma-uzumaki,BASE,menma-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
midare,__BASE__,midare-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
midare,BASE,midare-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mifune,__BASE__,mifune-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mifune,BASE,mifune-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
might-duy,__BASE__,might-duy-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
might-duy,BASE,might-duy-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
might-guy,__BASE__,might-guy-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
might-guy,BASE,might-guy-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
minato-namikaze,__BASE__,minato-jonin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
minato-namikaze,BASE,minato-jonin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
misumi-tsurugi,__BASE__,misumi-tsurugi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
misumi-tsurugi,BASE,misumi-tsurugi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mito-uzumaki,__BASE__,mito-uzumaki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mito-uzumaki,BASE,mito-uzumaki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mizuki,__BASE__,mizuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mizuki,BASE,mizuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
moegi-kazamatsuri,__BASE__,moegi-kazamatsuri-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
moegi-kazamatsuri,BASE,moegi-kazamatsuri-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
motoi,__BASE__,motoi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
motoi,BASE,motoi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mu,__BASE__,mu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mu,BASE,mu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mubi,__BASE__,mubi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mubi,BASE,mubi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mukade,__BASE__,mukade-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
mukade,BASE,mukade-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
nagato,__BASE__,nagato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
nagato,BASE,nagato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
naruto-uzumaki,__BASE__,naruto-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
naruto-uzumaki,BASE,naruto-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
neji-hyuga,__BASE__,neji-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
neji-hyuga,BASE,neji-hyuga-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
nono-yakushi,__BASE__,nono-yakushi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
nono-yakushi,BASE,nono-yakushi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
obito-uchiha,__BASE__,obito-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
obito-uchiha,BASE,obito-young,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
oboro,__BASE__,oboro-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
oboro,BASE,oboro-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
okisuke,__BASE__,okisuke-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
okisuke,BASE,okisuke-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
omoi,__BASE__,omoi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
omoi,BASE,omoi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
onoki,__BASE__,onoki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
onoki,BASE,onoki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
orochimaru,__BASE__,orochimaru-sannin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
orochimaru,BASE,orochimaru-sannin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
pakura,__BASE__,pakura-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
pakura,BASE,pakura-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
raido-namiashi,__BASE__,raido-namiashi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
raido-namiashi,BASE,raido-namiashi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
raiga-kurosuki,__BASE__,raiga-kurosuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
raiga-kurosuki,BASE,raiga-kurosuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rasa,__BASE__,rasa-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rasa,BASE,rasa-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rin-nohara,__BASE__,rin-nohara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rin-nohara,BASE,rin-nohara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rock-lee,__BASE__,rock-lee-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
rock-lee,BASE,rock-lee-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
roshi,__BASE__,roshi-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
roshi,BASE,roshi-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sai,__BASE__,sai-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sai,BASE,sai-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakon,__BASE__,sakon-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakon,BASE,sakon-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakumo-hatake,__BASE__,sakumo-hatake-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakumo-hatake,BASE,sakumo-hatake-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakura-haruno,__BASE__,sakura-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sakura-haruno,BASE,sakura-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
samui,__BASE__,samui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
samui,BASE,samui-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sari,__BASE__,sari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sari,BASE,sari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sasori,__BASE__,sasori-hiruko,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sasori,BASE,sasori-hiruko,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sasuke-uchiha,__BASE__,sasuke-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sasuke-uchiha,BASE,sasuke-genin,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
second-raikage,__BASE__,second-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
second-raikage,BASE,second-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shigure,__BASE__,shigure-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shigure,BASE,shigure-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shikaku-nara,__BASE__,shikaku-nara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shikaku-nara,BASE,shikaku-nara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shikamaru-nara,__BASE__,shikamaru-nara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shikamaru-nara,BASE,shikamaru-nara-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shinno,__BASE__,shinno-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shinno,BASE,shinno-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shino-aburame,__BASE__,shino-aburame-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shino-aburame,BASE,shino-aburame-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shisui-uchiha,__BASE__,shisui-anbu,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shisui-uchiha,BASE,shisui-anbu,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shizune,__BASE__,shizune-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
shizune,BASE,shizune-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sora,__BASE__,sora-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
sora,BASE,sora-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
suigetsu-hozuki,__BASE__,suigetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
suigetsu-hozuki,BASE,suigetsu-hozuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
taiseki,__BASE__,taiseki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
taiseki,BASE,taiseki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tayuya,__BASE__,tayuya-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tayuya,BASE,tayuya-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
temari,__BASE__,temari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
temari,BASE,temari-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tenten,__BASE__,tenten-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tenten,BASE,tenten-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
third-raikage,__BASE__,third-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
third-raikage,BASE,third-raikage-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tobirama-senju,__BASE__,tobirama-hokage,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
tobirama-senju,BASE,tobirama-hokage,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
toneri-otsutsuki,__BASE__,toneri-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
toneri-otsutsuki,BASE,toneri-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
torifu-akimichi,__BASE__,torifu-akimichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
torifu-akimichi,BASE,torifu-akimichi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
toroi,__BASE__,toroi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
toroi,BASE,toroi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
torune-aburame,__BASE__,torune-aburame-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
torune-aburame,BASE,torune-aburame-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
udon-ise,__BASE__,udon-ise-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
udon-ise,BASE,udon-ise-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ukon,__BASE__,ukon-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
ukon,BASE,ukon-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
utakata,__BASE__,utakata-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
utakata,BASE,utakata-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
white-zetsu,__BASE__,white-zetsu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
white-zetsu,BASE,white-zetsu-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yagura-karatachi,__BASE__,yagura-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yagura-karatachi,BASE,yagura-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yahiko,__BASE__,yahiko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yahiko,BASE,yahiko-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yamato,__BASE__,yamato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yamato,BASE,yamato-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yashamaru,__BASE__,yashamaru-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yashamaru,BASE,yashamaru-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yoroi-akado,__BASE__,yoroi-akado-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yoroi-akado,BASE,yoroi-akado-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yugao-uzuki,__BASE__,yugao-uzuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yugao-uzuki,BASE,yugao-uzuki-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yugito-nii,__BASE__,yugito-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
yugito-nii,BASE,yugito-base,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
zabuza-momochi,__BASE__,zabuza-momochi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
zabuza-momochi,BASE,zabuza-momochi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
zaku-abumi,__BASE__,zaku-abumi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
zaku-abumi,BASE,zaku-abumi-core,false,PRIMARY_COMPATIBILITY,Legacy null/BASE ownership resolves to the earliest approved collectible Hero Version for the character.
a-fourth-raikage,Lightning Armor,fourth-raikage-base,true,AWAKENING_FORM,Reserved exclusively as Awakening of fourth-raikage-base.
a-fourth-raikage,Raikage,fourth-raikage-base,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero fourth-raikage-base.
ajisai,Animal Path Vessel,ajisai-core,false,SPECIAL_INDEPENDENT_CHARACTER_TO_PRIMARY,"Corpse/vessel identity for Pain content, not Ajisai's normal Awakening."
ajisai,Rain Kunoichi,ajisai-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero ajisai-core.
akatsuchi,Stone Golem,akatsuchi-core,false,SKILL_OR_ULTIMATE_TO_PRIMARY,"Earth Release: Golem Technique is a jutsu used by Akatsuchi, not a persistent body/form transformation."
akatsuchi,Tsuchikage Guard,akatsuchi-core,false,COSMETIC_SKIN_TO_PRIMARY,Era/rank/title difference alone does not justify another collectible hero.
ameyuri-ringo,Kiba Wielder,ameyuri-ringo-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero ameyuri-ringo-core.
ameyuri-ringo,Reanimated,ameyuri-ringo-core,false,COSMETIC_SKIN_TO_PRIMARY,Reanimation is explicitly not treated as a normal Awakening.
anko-mitarashi,Chunin Exams Proctor,anko-mitarashi-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero anko-mitarashi-core.
anko-mitarashi,Cursed Seal Survivor,anko-mitarashi-core,false,MERGED_OR_REMOVED_DUPLICATE_TO_PRIMARY,Secondary label does not currently clear the standalone-hero threshold and is merged into the character's primary kit/presentation.
ao,Byakugan Hunter,ao-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero ao-core.
ao,Sensor Captain,ao-core,false,COSMETIC_SKIN_TO_PRIMARY,Era/rank/title difference alone does not justify another collectible hero.
aoba-yamashiro,Intelligence Corps,aoba-yamashiro-core,false,COSMETIC_SKIN_TO_PRIMARY,Era/rank/title difference alone does not justify another collectible hero.
aoba-yamashiro,Jonin,aoba-yamashiro-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero aoba-yamashiro-core.
aoda,Great Snake,,false,SPECIAL_INDEPENDENT_CHARACTER_NO_HERO_VERSION,"Summon creature is retained as special independent combat content, not a normal ninja hero version."
aoda,Sasuke Summon,,false,SKILL_OR_ULTIMATE_NO_HERO_VERSION,Summon-specific action/state belongs to technique presentation rather than another summonable unit.
asuma-sarutobi,Edo Tensei,asuma-sarutobi-core,false,COSMETIC_SKIN_TO_PRIMARY,Reanimation is explicitly not treated as a normal Awakening.
asuma-sarutobi,Jonin,asuma-sarutobi-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero asuma-sarutobi-core.
asura-otsutsuki,Base,asura-base,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero asura-base.
asura-otsutsuki,Six Paths Avatar,asura-base,true,AWAKENING_FORM,Reserved exclusively as Awakening of asura-base.
atsui,Cloud Ninja,atsui-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero atsui-core.
atsui,War Arc,atsui-core,false,COSMETIC_SKIN_TO_PRIMARY,Era/rank/title difference alone does not justify another collectible hero.
baiu,Rain Genin,baiu-core,false,COLLECTIBLE_HERO_VERSION,Base form of proposed hero baiu-core.
baiu,Senbon Assault,baiu-core,false,SKILL_OR_ULTIMATE_TO_PRIMARY,Label describes a technique/weapon action rather than a persistent hero form.
