skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-fuen-core-passive,fuen-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fugaku-uchiha-core-basic,fugaku-uchiha-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fugaku-uchiha-core-skill-1,fugaku-uchiha-core,SKILL_1,fireball-jutsu,Fireball Jutsu,Fireball Jutsu,CHAKRA,ACTIVE,fire,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/fireball-jutsu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fugaku-uchiha-core-skill-2,fugaku-uchiha-core,SKILL_2,chidori,Chidori,Chidori,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/chidori; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fugaku-uchiha-core-ultimate,fugaku-uchiha-core,ULTIMATE,kirin,Kirin,Kirin,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/kirin; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fugaku-uchiha-core-passive,fugaku-uchiha-core,PASSIVE,passive-sharingan,Passive Sharingan,Passive Sharingan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/passive-sharingan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuguki-suikazan-core-basic,fuguki-suikazan-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuguki-suikazan-core-skill-1,fuguki-suikazan-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuguki-suikazan-core-skill-2,fuguki-suikazan-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuguki-suikazan-core-ultimate,fuguki-suikazan-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuguki-suikazan-core-passive,fuguki-suikazan-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuka-core-basic,fuka-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuka-core-skill-1,fuka-core,SKILL_1,genjutsu-eye,Genjutsu Eye,Genjutsu Eye,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/genjutsu-eye; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuka-core-skill-2,fuka-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuka-core-ultimate,fuka-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-fuka-core-passive,fuka-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-genin-basic,gaara-genin,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-genin-skill-1,gaara-genin,SKILL_1,sand-shield,Sand Shield,Sand Shield,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-shield; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-genin-skill-2,gaara-genin,SKILL_2,sand-coffin,Sand Coffin,Sand Coffin,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-coffin; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-genin-ultimate,gaara-genin,ULTIMATE,sand-mausoleum,Sand Mausoleum,Sand Mausoleum,CHAKRA,ULTIMATE,sand|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-mausoleum; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-genin-passive,gaara-genin,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-kazekage-basic,gaara-kazekage,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-kazekage-skill-1,gaara-kazekage,SKILL_1,sand-shield,Sand Shield,Sand Shield,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-shield; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-kazekage-skill-2,gaara-kazekage,SKILL_2,sand-coffin,Sand Coffin,Sand Coffin,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-coffin; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-kazekage-ultimate,gaara-kazekage,ULTIMATE,sand-mausoleum,Sand Mausoleum,Sand Mausoleum,CHAKRA,ULTIMATE,sand|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-mausoleum; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gaara-kazekage-passive,gaara-kazekage,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gari-core-basic,gari-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gari-core-skill-1,gari-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gari-core-skill-2,gari-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gari-core-ultimate,gari-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gari-core-passive,gari-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gengetsu-hozuki-core-basic,gengetsu-hozuki-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gengetsu-hozuki-core-skill-1,gengetsu-hozuki-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gengetsu-hozuki-core-skill-2,gengetsu-hozuki-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gengetsu-hozuki-core-ultimate,gengetsu-hozuki-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gengetsu-hozuki-core-passive,gengetsu-hozuki-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-genma-shiranui-core-basic,genma-shiranui-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-genma-shiranui-core-skill-1,genma-shiranui-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-genma-shiranui-core-skill-2,genma-shiranui-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-genma-shiranui-core-ultimate,genma-shiranui-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-genma-shiranui-core-passive,genma-shiranui-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ginkaku-base-basic,ginkaku-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ginkaku-base-skill-1,ginkaku-base,SKILL_1,tailed-cloak,Tailed Cloak,Tailed Cloak,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-cloak; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ginkaku-base-skill-2,ginkaku-base,SKILL_2,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ginkaku-base-ultimate,ginkaku-base,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ginkaku-base-passive,ginkaku-base,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gozu-core-basic,gozu-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gozu-core-skill-1,gozu-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gozu-core-skill-2,gozu-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gozu-core-ultimate,gozu-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-gozu-core-passive,gozu-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-guren-core-basic,guren-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-guren-core-skill-1,guren-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-guren-core-skill-2,guren-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-guren-core-ultimate,guren-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-guren-core-passive,guren-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hagoromo-young-basic,hagoromo-young,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hagoromo-young-skill-1,hagoromo-young,SKILL_1,limbo,Limbo,Limbo,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/limbo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hagoromo-young-skill-2,hagoromo-young,SKILL_2,truth-seeking-orbs,Truth-Seeking Orbs,Truth-Seeking Orbs,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/truth-seeking-orbs; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hagoromo-young-ultimate,hagoromo-young,ULTIMATE,tengai-shinsei,Tengai Shinsei,Tengai Shinsei,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/tengai-shinsei; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hagoromo-young-passive,hagoromo-young,PASSIVE,passive-sage,Passive Sage,Passive Sage,CHAKRA,PASSIVE,sage|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/passive-sage; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-haku-core-basic,haku-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-haku-core-skill-1,haku-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-haku-core-skill-2,haku-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-haku-core-ultimate,haku-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-haku-core-passive,haku-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hamura-otsutsuki-core-basic,hamura-otsutsuki-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hamura-otsutsuki-core-skill-1,hamura-otsutsuki-core,SKILL_1,limbo,Limbo,Limbo,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/limbo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hamura-otsutsuki-core-skill-2,hamura-otsutsuki-core,SKILL_2,truth-seeking-orbs,Truth-Seeking Orbs,Truth-Seeking Orbs,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/truth-seeking-orbs; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hamura-otsutsuki-core-ultimate,hamura-otsutsuki-core,ULTIMATE,tengai-shinsei,Tengai Shinsei,Tengai Shinsei,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/tengai-shinsei; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hamura-otsutsuki-core-passive,hamura-otsutsuki-core,PASSIVE,passive-sage,Passive Sage,Passive Sage,CHAKRA,PASSIVE,sage|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/passive-sage; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-han-base-basic,han-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-han-base-skill-1,han-base,SKILL_1,tailed-cloak,Tailed Cloak,Tailed Cloak,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-cloak; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-han-base-skill-2,han-base,SKILL_2,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-han-base-ultimate,han-base,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-han-base-passive,han-base,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanabi-hyuga-core-basic,hanabi-hyuga-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanabi-hyuga-core-skill-1,hanabi-hyuga-core,SKILL_1,gentle-fist,Gentle Fist,Gentle Fist,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/gentle-fist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanabi-hyuga-core-skill-2,hanabi-hyuga-core,SKILL_2,rotation,Rotation,Rotation,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/rotation; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanabi-hyuga-core-ultimate,hanabi-hyuga-core,ULTIMATE,eight-trigrams-64,Eight Trigrams: Sixty-Four Palms,Eight Trigrams: Sixty-Four Palms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/eight-trigrams-64; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanabi-hyuga-core-passive,hanabi-hyuga-core,PASSIVE,passive-byakugan,Passive Byakugan,Passive Byakugan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from hyuga/passive-byakugan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanzo-core-basic,hanzo-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-hanzo-core-skill-1,hanzo-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
