awakening_skill_id,hero_id,awakening_id,name_en,name_vi,classification,element,damage_type,target_type,coefficient,chakra_cost,cooldown,effects,statuses,buffs,debuffs,special_mechanic,animation_key,vfx_key,sfx_key,description_en,description_vi,canon_source,canon_confidence,status
awaken-skill-menma-base,menma-base,awakening-menma-base,Nine-Tails Menma Signature,Tuyệt kỹ Nine-Tails Menma,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/menma-base/awakening-skill,vfx/menma-base/awakening-skill,sfx/menma-base/awakening-skill,"Reserved sixth skill for Nine-Tails Menma; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Nine-Tails Menma; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Menma_Uzumaki,OFFICIAL_MOVIE,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-might-duy-base,might-duy-base,awakening-might-duy-base,Eight Gates Released Formation Signature,Tuyệt kỹ Eight Gates Released Formation,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/might-duy-base/awakening-skill,vfx/might-duy-base/awakening-skill,sfx/might-duy-base/awakening-skill,"Reserved sixth skill for Eight Gates Released Formation; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Eight Gates Released Formation; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Eight_Gates,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-might-guy-base,might-guy-base,awakening-might-guy-base,Eight Gates Released Formation Signature,Tuyệt kỹ Eight Gates Released Formation,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/might-guy-base/awakening-skill,vfx/might-guy-base/awakening-skill,sfx/might-guy-base/awakening-skill,"Reserved sixth skill for Eight Gates Released Formation; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Eight Gates Released Formation; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Eight_Gates,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-minato-edo,minato-edo,awakening-minato-edo,KCM Minato Signature,Tuyệt kỹ KCM Minato,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/minato-edo/awakening-skill,vfx/minato-edo/awakening-skill,sfx/minato-edo/awakening-skill,"Reserved sixth skill for KCM Minato; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho KCM Minato; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Minato_Namikaze,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-mizuki-core,mizuki-core,awakening-mizuki-core,Cursed Power Signature,Tuyệt kỹ Cursed Power,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/mizuki-core/awakening-skill,vfx/mizuki-core/awakening-skill,sfx/mizuki-core/awakening-skill,"Reserved sixth skill for Cursed Power; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Cursed Power; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",current variant census; current kit seed=taijutsu,DESIGN_INTERPRETATION,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-mukade-base,mukade-base,awakening-mukade-base,Ryumyaku Empowered Mukade Signature,Tuyệt kỹ Ryumyaku Empowered Mukade,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/mukade-base/awakening-skill,vfx/mukade-base/awakening-skill,sfx/mukade-base/awakening-skill,"Reserved sixth skill for Ryumyaku Empowered Mukade; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Ryumyaku Empowered Mukade; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Mukade,OFFICIAL_MOVIE,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-naruto-genin,naruto-genin,awakening-naruto-genin,One-Tail Naruto Signature,Tuyệt kỹ One-Tail Naruto,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/naruto-genin/awakening-skill,vfx/naruto-genin/awakening-skill,sfx/naruto-genin/awakening-skill,"Reserved sixth skill for One-Tail Naruto; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho One-Tail Naruto; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Naruto_Uzumaki,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-naruto-hokage,naruto-hokage,awakening-naruto-hokage,Baryon Mode Signature,Tuyệt kỹ Baryon Mode,AWAKENING_SKILL,CHAKRA,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/naruto-hokage/awakening-skill,vfx/naruto-hokage/awakening-skill,sfx/naruto-hokage/awakening-skill,"Reserved sixth skill for Baryon Mode; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Baryon Mode; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Naruto_Uzumaki,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-naruto-sage,naruto-sage,awakening-naruto-sage,Kurama Link Naruto Signature,Tuyệt kỹ Kurama Link Naruto,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/naruto-sage/awakening-skill,vfx/naruto-sage/awakening-skill,sfx/naruto-sage/awakening-skill,"Reserved sixth skill for Kurama Link Naruto; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Kurama Link Naruto; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Naruto_Uzumaki;https://naruto.fandom.com/wiki/Sage_Mode,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-naruto-six-paths,naruto-six-paths,awakening-naruto-six-paths,Asura Kurama Mode Signature,Tuyệt kỹ Asura Kurama Mode,AWAKENING_SKILL,CHAKRA,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/naruto-six-paths/awakening-skill,vfx/naruto-six-paths/awakening-skill,sfx/naruto-six-paths/awakening-skill,"Reserved sixth skill for Asura Kurama Mode; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Asura Kurama Mode; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Naruto_Uzumaki,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-obito-white-mask,obito-white-mask,awakening-obito-white-mask,Ten-Tails Obito Signature,Tuyệt kỹ Ten-Tails Obito,AWAKENING_SKILL,CHAKRA,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/obito-white-mask/awakening-skill,vfx/obito-white-mask/awakening-skill,sfx/obito-white-mask/awakening-skill,"Reserved sixth skill for Ten-Tails Obito; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Ten-Tails Obito; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Obito_Uchiha,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-obito-young,obito-young,awakening-obito-young,Mangekyo Obito Signature,Tuyệt kỹ Mangekyo Obito,AWAKENING_SKILL,CHAKRA,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/obito-young/awakening-skill,vfx/obito-young/awakening-skill,sfx/obito-young/awakening-skill,"Reserved sixth skill for Mangekyo Obito; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Mangekyo Obito; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Obito_Uchiha,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-orochimaru-sannin,orochimaru-sannin,awakening-orochimaru-sannin,White Snake Orochimaru Signature,Tuyệt kỹ White Snake Orochimaru,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/orochimaru-sannin/awakening-skill,vfx/orochimaru-sannin/awakening-skill,sfx/orochimaru-sannin/awakening-skill,"Reserved sixth skill for White Snake Orochimaru; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho White Snake Orochimaru; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Orochimaru,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-rock-lee-genin,rock-lee-genin,awakening-rock-lee-genin,Fifth Gate Lee Signature,Tuyệt kỹ Fifth Gate Lee,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/rock-lee-genin/awakening-skill,vfx/rock-lee-genin/awakening-skill,sfx/rock-lee-genin/awakening-skill,"Reserved sixth skill for Fifth Gate Lee; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Fifth Gate Lee; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Eight_Gates,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-rock-lee-shippuden,rock-lee-shippuden,awakening-rock-lee-shippuden,Sixth Gate Lee Signature,Tuyệt kỹ Sixth Gate Lee,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/rock-lee-shippuden/awakening-skill,vfx/rock-lee-shippuden/awakening-skill,sfx/rock-lee-shippuden/awakening-skill,"Reserved sixth skill for Sixth Gate Lee; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Sixth Gate Lee; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Eight_Gates,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-roshi-base,roshi-base,awakening-roshi-base,Four-Tails Cloak Signature,Tuyệt kỹ Four-Tails Cloak,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/roshi-base/awakening-skill,vfx/roshi-base/awakening-skill,sfx/roshi-base/awakening-skill,"Reserved sixth skill for Four-Tails Cloak; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Four-Tails Cloak; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sakon-base,sakon-base,awakening-sakon-base,Curse Mark Level 2 Signature,Tuyệt kỹ Curse Mark Level 2,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sakon-base/awakening-skill,vfx/sakon-base/awakening-skill,sfx/sakon-base/awakening-skill,"Reserved sixth skill for Curse Mark Level 2; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Curse Mark Level 2; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Cursed_Seal,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sakura-shippuden,sakura-shippuden,awakening-sakura-shippuden,Byakugo Sakura Signature,Tuyệt kỹ Byakugo Sakura,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sakura-shippuden/awakening-skill,vfx/sakura-shippuden/awakening-skill,sfx/sakura-shippuden/awakening-skill,"Reserved sixth skill for Byakugo Sakura; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Byakugo Sakura; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sakura_Haruno,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sasori-hiruko,sasori-hiruko,awakening-sasori-hiruko,Sasori True Body Signature,Tuyệt kỹ Sasori True Body,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sasori-hiruko/awakening-skill,vfx/sasori-hiruko/awakening-skill,sfx/sasori-hiruko/awakening-skill,"Reserved sixth skill for Sasori True Body; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Sasori True Body; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sasori,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sasuke-ems,sasuke-ems,awakening-sasuke-ems,Rinnegan Sasuke Signature,Tuyệt kỹ Rinnegan Sasuke,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sasuke-ems/awakening-skill,vfx/sasuke-ems/awakening-skill,sfx/sasuke-ems/awakening-skill,"Reserved sixth skill for Rinnegan Sasuke; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Rinnegan Sasuke; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sasuke_Uchiha;https://naruto.fandom.com/wiki/Rinnegan,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sasuke-genin,sasuke-genin,awakening-sasuke-genin,Curse Mark Level 2 Signature,Tuyệt kỹ Curse Mark Level 2,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sasuke-genin/awakening-skill,vfx/sasuke-genin/awakening-skill,sfx/sasuke-genin/awakening-skill,"Reserved sixth skill for Curse Mark Level 2; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Curse Mark Level 2; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sasuke_Uchiha,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sasuke-hebi,sasuke-hebi,awakening-sasuke-hebi,Mangekyo Sasuke Signature,Tuyệt kỹ Mangekyo Sasuke,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sasuke-hebi/awakening-skill,vfx/sasuke-hebi/awakening-skill,sfx/sasuke-hebi/awakening-skill,"Reserved sixth skill for Mangekyo Sasuke; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Mangekyo Sasuke; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sasuke_Uchiha,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-shinno-base,shinno-base,awakening-shinno-base,Eight Gates Body Signature,Tuyệt kỹ Eight Gates Body,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/shinno-base/awakening-skill,vfx/shinno-base/awakening-skill,sfx/shinno-base/awakening-skill,"Reserved sixth skill for Eight Gates Body; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Eight Gates Body; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Shinn%C5%8D,OFFICIAL_MOVIE,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-shisui-anbu,shisui-anbu,awakening-shisui-anbu,Mangekyo Shisui Signature,Tuyệt kỹ Mangekyo Shisui,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/shisui-anbu/awakening-skill,vfx/shisui-anbu/awakening-skill,sfx/shisui-anbu/awakening-skill,"Reserved sixth skill for Mangekyo Shisui; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Mangekyo Shisui; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Shisui_Uchiha,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-sora-base,sora-base,awakening-sora-base,Pseudo Jinchuriki Sora Signature,Tuyệt kỹ Pseudo Jinchuriki Sora,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/sora-base/awakening-skill,vfx/sora-base/awakening-skill,sfx/sora-base/awakening-skill,"Reserved sixth skill for Pseudo Jinchuriki Sora; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Pseudo Jinchuriki Sora; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Sora,ANIME_ORIGINAL,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-tayuya-base,tayuya-base,awakening-tayuya-base,Curse Mark Level 2 Signature,Tuyệt kỹ Curse Mark Level 2,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/tayuya-base/awakening-skill,vfx/tayuya-base/awakening-skill,sfx/tayuya-base/awakening-skill,"Reserved sixth skill for Curse Mark Level 2; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Curse Mark Level 2; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Cursed_Seal,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-toneri-base,toneri-base,awakening-toneri-base,Tenseigan Chakra Mode Signature,Tuyệt kỹ Tenseigan Chakra Mode,AWAKENING_SKILL,CHAKRA,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/toneri-base/awakening-skill,vfx/toneri-base/awakening-skill,sfx/toneri-base/awakening-skill,"Reserved sixth skill for Tenseigan Chakra Mode; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Tenseigan Chakra Mode; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Toneri_%C5%8Ctsutsuki,OFFICIAL_MOVIE,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-ukon-base,ukon-base,awakening-ukon-base,Curse Mark Level 2 Signature,Tuyệt kỹ Curse Mark Level 2,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/ukon-base/awakening-skill,vfx/ukon-base/awakening-skill,sfx/ukon-base/awakening-skill,"Reserved sixth skill for Curse Mark Level 2; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Curse Mark Level 2; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Cursed_Seal,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-utakata-base,utakata-base,awakening-utakata-base,Six-Tails Cloak Signature,Tuyệt kỹ Six-Tails Cloak,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/utakata-base/awakening-skill,vfx/utakata-base/awakening-skill,sfx/utakata-base/awakening-skill,"Reserved sixth skill for Six-Tails Cloak; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Six-Tails Cloak; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
awaken-skill-yagura-base,yagura-base,awakening-yagura-base,Three-Tails Cloak Signature,Tuyệt kỹ Three-Tails Cloak,AWAKENING_SKILL,MIXED,UNRESOLVED_EXPLICIT_DESIGN,UNRESOLVED_EXPLICIT_DESIGN,0,0,0,M47_EXPLICIT_DESIGN_REQUIRED,,,,M47_EXPLICIT_DESIGN_REQUIRED,animation/yagura-base/awakening-skill,vfx/yagura-base/awakening-skill,sfx/yagura-base/awakening-skill,"Reserved sixth skill for Three-Tails Cloak; final targeting, scaling, counterplay and canon technique selection are intentionally deferred to M47 explicit skill research.","Kỹ năng thứ sáu dành riêng cho Three-Tails Cloak; mục tiêu, hệ số, khắc chế và kỹ thuật canon cuối cùng sẽ được nghiên cứu/thiết kế rõ ở M47.",https://naruto.fandom.com/wiki/Jinch%C5%ABriki_Forms,MANGA_CANON,SCHEMA_BASELINE_NOT_RUNTIME
